cores,time_total,time_initial_setup,time_projection,time_enumeration,time_postprocessing,ECM_count,max_rss,swap
20,18897.899023532867,9.107004404067993,395.50814207394916,17634.091466665268,859.1911663214365,284098570,38628270.666666664,0
