cores,time_total,time_preprocessing,time_first_vertex_enumeration,time_intermediate_processing,time_second_vertex_enumeration,time_postprocessing,max_rss,swap
20,73923.51094031334,6.03400182723999,38.194100856781006,24.387101650238037,59553.53985834122,14301.354975700378,206404,0
