cores,time_total,time_preprocessing,time_first_vertex_enumeration,time_intermediate_processing,time_second_vertex_enumeration,time_postprocessing,max_rss,swap
20,133.63645537694296,5.16793155670166,19.864568551381428,10.915592193603516,67.64931694666545,30.037848154703777,304236,0
