cores,time_total,time_preprocessing,time_first_vertex_enumeration,time_intermediate_processing,time_second_vertex_enumeration,time_postprocessing,max_rss,swap
3,15.5445077419281,2.8575963973999023,1.6000981330871582,4.846524159113566,6.206251939137776,0.033059914906819664,369741.3333333333,0
5,11.778240044911703,2.8337950706481934,1.2138744195302327,4.863586664199829,2.836928923924764,0.029052337010701496,368857.3333333333,0
10,11.245090961456299,2.805250883102417,1.1852673689524333,5.023988167444865,2.194624344507853,0.03494509061177572,365733.3333333333,0
20,10.568818171819052,2.813145558039347,1.2194397449493408,4.867817481358846,1.6349544525146484,0.03249057133992513,364916,0
30,10.777382532755533,2.8313491344451904,1.318640152613322,4.862997372945149,1.7304528554280598,0.03293840090433756,365601.3333333333,0
40,10.59472131729126,2.888451258341471,1.2821947733561199,4.939420461654663,1.4510691165924072,0.03261995315551758,368422.6666666667,0
60,10.579934199651083,2.8142507076263428,1.3898343245188396,4.859372138977051,1.486862579981486,0.028602123260498047,368381.3333333333,0
