cores,time_total,time_preprocessing,time_first_vertex_enumeration,time_intermediate_processing,time_second_vertex_enumeration,time_postprocessing,max_rss,swap
20,33.29619097709656,4.007242441177368,16.468263308207195,7.927697102228801,3.9115116596221924,0.9804462591807047,370977.3333333333,0
