cores,time_total,time_preprocessing,time_first_vertex_enumeration,time_intermediate_processing,time_second_vertex_enumeration,time_postprocessing,max_rss,swap
20,146722.41055965424,6.294644594192505,34.819775342941284,23.66441535949707,118075.10120773315,28582.528542280197,333332,0
