models,20
mmsyn_sm00,438.5744531949361
mmsyn_sm01,487.0760600566864
mmsyn_sm02,491.64172585805255
mmsyn_sm03,447.1155104637146
mmsyn_sm04,470.9506182670593
mmsyn_sm05,461.6314657529195
mmsyn_sm06,477.65938862164813
mmsyn_sm07,578.9341189861298
mmsyn_sm08,550.4696555137634
mmsyn_sm09,667.0382489363352
mmsyn_sm10,804.7300754388174
mmsyn_sm11,1140.7452070713043
mmsyn_sm12,1704.5074812571208
mmsyn_sm13,2440.6068046887717
mmsyn_sm14,3570.424896558126
mmsyn_sm15,6966.465759118398
mmsyn_sm00_test,276.90544605255127
mmsyn_sm01_test,251.01236748695374
mmsyn_sm16,13896.935550053915
mmsyn_sm17,27605.948349555332
